time,T_core0,IPC_core0,F_core0,P_core0,Energy_Per_Instruction_core0,Cdyn_core0
204467094017000,45.331217533945,0.0,1.0,0.014932952853205003,1.4932952853088373e-07,0.0
204469094017000,45.32884525974276,0.0,1.0,0.014932536703555481,1.4932536703626773e-07,0.0
204471104017000,45.326474166985605,0.0,1.0,0.014932120829276266,1.4932120829159636e-07,0.0
204473104017000,45.324104253125526,0.0,1.0,0.014931705229694585,1.4931705229765875e-07,0.0
204475104017000,45.321741424649105,0.0,1.0,0.014931290940318984,1.493129094039029e-07,0.0
204477114017000,45.31937386682895,0.0,1.0,0.014930875889487702,1.4930875889371087e-07,0.0
204479114017000,45.317007486152214,0.0,1.0,0.014930461112709667,1.493046111278095e-07,0.0
204481124017000,45.314642283992335,0.0,1.0,0.014930046610226013,1.4930046610109414e-07,0.0
204483124017000,45.312278257807456,0.0,1.0,0.014929632381366792,1.4929632381438083e-07,0.0
204485124017000,45.309921299410426,0.0,1.0,0.014929219458225973,1.492921945829724e-07,0.0
204487125399000,45.30765346706469,0.011054323236883247,1.0,0.02022114402149824,1.4654198292141684e-07,6.834093369589039e-12
204489135399000,45.3053038954502,0.0,1.0,0.01492841071498439,1.4928410714867797e-07,0.0
204491135399000,45.30294451617413,0.0,1.0,0.014927997566596667,1.4927997566667942e-07,0.0
204493145399000,45.300586311936,0.0,1.0,0.014927584691228298,1.4927584691111704e-07,0.0
204495145399000,45.29822928020153,0.0,1.0,0.014927172088212615,1.4927172088283902e-07,0.0
204497145399000,45.29572625283472,0.0,2.5,0.07327601516022936,2.1582905095434891e-07,0.0
204499147899000,45.294976699872976,0.0,4.0,0.09561845581482559,2.3904613953745044e-07,0.0
204501150398999,45.29424084441886,0.0,4.0,0.09561828021944777,2.3904570054900597e-07,0.0
204503150399000,45.293505812701824,0.0,4.0,0.09561810482953594,2.390452620749813e-07,0.0
204505150399000,45.292771603934725,0.0,4.0,0.09561792964487377,2.390448241133259e-07,0.0
204507152899000,45.29203730017639,0.0,4.0,0.09561775444642348,2.390443861130529e-07,0.0
204509155399000,45.29130290185278,0.0,4.0,0.09561757923428843,2.390439480861074e-07,0.0
204511157898999,45.2905688675885,0.0,4.0,0.09561740411788182,2.390435102950912e-07,0.0
204513165399000,45.28940389286737,0.0,1.0,0.0394434439499247,1.7610675445561964e-07,0.0
204515175399000,45.286831440929504,0.0,1.0,0.01492517782085904,1.492517782074248e-07,0.0
204517175399000,45.284481253859624,0.0,1.0,0.014924766806192672,1.4924766806263957e-07,0.0
204519175399000,45.2821380932181,0.0,1.0,0.014924357086724993,1.4924357086796243e-07,0.0
204521185399000,45.27979024262198,0.0,1.0,0.014923946613647118,1.4923946613530563e-07,0.0
204523185399000,45.277443559393376,0.0,1.0,0.014923536411046606,1.4923536411117855e-07,0.0
204525185399000,45.275103892121685,0.0,1.0,0.014923127500987725,1.4923127501058965e-07,0.0
204527195399000,45.272759541891254,0.0,1.0,0.014922717838709187,1.492271783859264e-07,0.0
204529195399000,45.27041635729206,0.0,1.0,0.0149223084462757,1.492230844634695e-07,0.0
204531205399000,45.26807433968388,0.0,1.0,0.014921899323925309,1.4921899323808768e-07,0.0
204533205399000,45.26573348654974,0.0,1.0,0.014921490470999017,1.4921490471070278e-07,0.0
204535205399000,45.26339963194866,0.0,1.0,0.014921082906198929,1.4921082906270176e-07,0.0
204537215399000,45.261061106029814,0.0,1.0,0.014920674591491065,1.492067459137454e-07,0.0
204539215399000,45.258723742852816,0.0,1.0,0.014920266545577909,1.4920266545649156e-07,0.0
204541215399000,45.25639336777879,0.0,1.0,0.014919859785151241,1.4919859785222476e-07,0.0
204543217836000,45.2540702763204,0.00575169285055326,2.5,0.07813782065460766,2.1682544036051315e-07,3.6021748789201234e-12
204545217836000,45.25336290188929,0.0,4.0,0.0956085396077082,2.39021349017015e-07,0.0
204547220336000,45.25264812203883,0.0,4.0,0.09560836953048044,2.390209238265878e-07,0.0
204549222835999,45.25193325014689,0.0,4.0,0.09560819943974067,2.39020498599738e-07,0.0
